"Sample"	"Contamination Status"	"Overall Homoplasmies"	"Overall Heteroplasmies"	"Sample Coverage"	"Major Haplogroup"	"Major Haplogroup Quality"	"Minor Haplogroup"	"Minor Haplogroup Quality"	"Amount Major Homoplasmies"	"Amount Minor Homoplasmies"	"Amount Major Heteroplasmies"	"Amount Minor Heteroplasmies"	"Major Heteroplasmy Level"	"Minor Heteroplasmy Level"	"Distance"	"Clusters"
"NA19056.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"40"	"9"	"1489"	"D4b1b1a1"	"0.980"	"D4b1b1a1"	"0.990"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"NA19057.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"32"	"11"	"1654"	"D4j"	"0.971"	"D4j"	"0.959"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"NA19058.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"37"	"11"	"1204"	"G2a1+16189"	"0.976"	"G2a1+16189"	"0.980"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19059.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"37"	"16"	"1701"	"F1b1a"	"0.946"	"F1b1a"	"0.912"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"NA19060.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"39"	"8"	"1864"	"G1a1a2"	"0.983"	"G1a1a2"	"0.974"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"NA19062.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"42"	"16"	"2059"	"G2a1b"	"0.997"	"G2a1b"	"0.981"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"NA19063.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"32"	"10"	"1868"	"D4+195"	"0.967"	"D4+195"	"0.953"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"NA19064.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"36"	"19"	"2225"	"F1b1a1a"	"0.977"	"F1b1a1a"	"0.977"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19065.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"25"	"34"	"1889"	"B4c1c1"	"0.845"	"B4c1c+16311"	"0.751"	"22"	"22"	"1"	"0"	"0.989"	" "	"1"	"0.989 (1);"
"NA19066.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"37"	"10"	"1941"	"D4b2b1"	"0.997"	"D4b2b1"	"0.997"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"NA19067.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"33"	"14"	"1978"	"G1a1a"	"0.987"	"G1"	"0.946"	"32"	"29"	"2"	"0"	"0.990"	" "	"3"	"0.99 (2);"
"NA19068.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"34"	"21"	"2111"	"D4h1b"	"0.955"	"D4h1b"	"0.880"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"NA19070.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"37"	"24"	"2181"	"D4b2b1c"	"0.990"	"D4b2b1c"	"0.947"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"NA19072.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"44"	"14"	"3887"	"Z3c"	"0.937"	"Z3c"	"0.914"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19074.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"43"	"12"	"1539"	"D5c1a"	"0.969"	"D5c1a"	"0.973"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"NA19075.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"39"	"20"	"2189"	"M7b1a1a1"	"0.990"	"M7b1a1a1"	"0.949"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"NA19076.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"37"	"13"	"1084"	"D4c1b1"	"1.000"	"D4c1b1"	"0.956"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19077.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"32"	"20"	"1575"	"B4b1a1a"	"0.892"	"B4b1a1a"	"0.905"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"NA19078.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"34"	"17"	"2675"	"F1a1c2"	"0.950"	"F1a1c2"	"0.928"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"NA19079.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"26"	"17"	"1330"	"N9b3"	"0.928"	"N9b3"	"0.908"	"21"	"21"	"0"	"0"	" "	" "	"0"	""
"NA19080.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"43"	"9"	"1468"	"G1a1a4"	"0.967"	"G1a1a4"	"0.923"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"NA19081.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"40"	"6"	"1426"	"D4g2b1a"	"0.980"	"D4g2b1a"	"0.980"	"37"	"37"	"0"	"0"	" "	" "	"0"	""
"NA19082.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"26"	"15"	"1275"	"N9a2a3"	"1.000"	"N9a2a3"	"0.977"	"26"	"26"	"0"	"0"	" "	" "	"0"	""
"NA19083.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"41"	"13"	"3219"	"G2a1c2"	"0.987"	"G2a1c2"	"0.955"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"NA19084.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"YES"	"25"	"32"	"2001"	"Z3"	"0.981"	"M"	"0.874"	"25"	"22"	"7"	"0"	"0.985"	" "	"5"	"0.978 (1);0.984 - 0.988 (6);"
"NA19085.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"YES"	"20"	"46"	"3234"	"D4b1b1a1"	"0.986"	"N9b1a"	"0.727"	"20"	"12"	"18"	"6"	"0.987"	"0.011"	"16"	"0.009 - 0.014 (6);0.979 - 0.99 (18);"
"NA19086.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam"	"NO"	"43"	"9"	"3520"	"D4b1a1"	"0.979"	"D4b1a1"	"0.963"	"41"	"41"	"0"	"0"	" "	" "	"0"	""
"NA19087.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"40"	"7"	"3390"	"D4e1a2a"	"0.992"	"D4e1a2a"	"0.992"	"39"	"39"	"0"	"0"	" "	" "	"0"	""
"NA19088.mapped.ILLUMINA.bwa.JPT.low_coverage.20120522.bam"	"NO"	"24"	"33"	"1526"	"B4c1a1c"	"0.880"	"B4c1a1c"	"0.810"	"22"	"22"	"0"	"0"	" "	" "	"0"	""
"NA19089.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam"	"NO"	"35"	"14"	"1952"	"D4c1a"	"0.984"	"D4c1a"	"0.953"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19090.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam"	"NO"	"40"	"14"	"2450"	"M7b1a1h"	"1.000"	"M7b1a1h"	"0.966"	"40"	"40"	"0"	"0"	" "	" "	"0"	""
"NA19091.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam"	"NO"	"35"	"17"	"1933"	"F1b1a"	"0.989"	"F1b1a"	"0.981"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"NA19092.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"33"	"12"	"2678"	"L3e2a1b"	"0.969"	"L3e2a1b"	"0.954"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"NA19093.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"54"	"12"	"2168"	"L2a1c5"	"0.978"	"L2a1c5"	"0.964"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
"NA19095.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"54"	"11"	"2885"	"L2a1a2"	"0.956"	"L2a1a2"	"0.910"	"50"	"50"	"0"	"0"	" "	" "	"0"	""
"NA19096.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"59"	"6"	"2774"	"L2a1c3b2"	"0.977"	"L2a1c3b2"	"0.974"	"56"	"56"	"0"	"0"	" "	" "	"0"	""
"NA19098.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"36"	"20"	"2646"	"L3b1a+152"	"0.906"	"L3b1a+152"	"0.907"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"NA19099.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"55"	"24"	"1390"	"L2a1m"	"0.958"	"L2a1m"	"0.909"	"50"	"50"	"0"	"0"	" "	" "	"0"	""
"NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"57"	"14"	"4398"	"L2a1a1"	"0.977"	"L2a1a1"	"0.950"	"54"	"54"	"0"	"0"	" "	" "	"0"	""
"NA19107.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"42"	"19"	"1375"	"L3b2a"	"0.921"	"L3b2a"	"0.906"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"69"	"15"	"1559"	"L2e1a"	"0.986"	"L2e1a"	"0.951"	"65"	"65"	"0"	"0"	" "	" "	"0"	""
"NA19113.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"31"	"12"	"1228"	"L3e2b+152"	"0.969"	"L3e2b+152"	"0.931"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"NA19114.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"31"	"17"	"1417"	"L3e1a3b"	"1.000"	"L3e1a3b"	"0.911"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"NA19116.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"57"	"9"	"1399"	"L2a1e1"	"0.971"	"L2a1e1"	"0.953"	"52"	"52"	"0"	"0"	" "	" "	"0"	""
"NA19117.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"55"	"14"	"4242"	"L2a1a2a1a"	"0.993"	"L2a1a2a1a"	"0.962"	"54"	"54"	"0"	"0"	" "	" "	"0"	""
"NA19118.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"34"	"20"	"3936"	"L3e2a1b"	"0.979"	"L3e2a1b"	"0.926"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"NA19119.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"40"	"18"	"2930"	"L3b1a7a"	"0.947"	"L3b1a7a"	"0.938"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19121.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"35"	"15"	"2474"	"L3d5a"	"0.986"	"L3d5a"	"0.956"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"NA19129.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"51"	"8"	"1742"	"L2a1b1"	"0.994"	"L2a1b1"	"0.973"	"50"	"50"	"0"	"0"	" "	" "	"0"	""
"NA19130.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"57"	"19"	"2046"	"L2a1c3b2"	"0.960"	"L2a1c3b2"	"0.923"	"54"	"54"	"0"	"0"	" "	" "	"0"	""
"NA19131.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"75"	"17"	"3468"	"L1b1a"	"0.983"	"L1b1a"	"0.966"	"72"	"72"	"0"	"0"	" "	" "	"0"	""
"NA19137.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"77"	"20"	"1539"	"L0a1a2"	"0.970"	"L0a1a2"	"0.932"	"77"	"77"	"0"	"0"	" "	" "	"0"	""
"NA19138.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"32"	"12"	"1844"	"L3e2b3"	"0.928"	"L3e2b3"	"0.916"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"NA19141.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"32"	"10"	"1254"	"L3e1"	"0.960"	"L3e1b1"	"0.945"	"29"	"30"	"0"	"1"	" "	"0.030"	"2"	"0.03 (1);"
"NA19143.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"42"	"18"	"1011"	"L3b1a7a"	"0.932"	"L3b1a7a"	"0.917"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19144.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"37"	"20"	"1473"	"L3d5a"	"0.965"	"L3d5a"	"0.944"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"NA19146.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"75"	"11"	"3873"	"L2e1a"	"0.948"	"L2e1a"	"0.939"	"64"	"64"	"0"	"0"	" "	" "	"0"	""
"NA19147.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"YES"	"19"	"24"	"1035"	"L3e2b6"	"0.961"	"L3"	"0.877"	"18"	"16"	"6"	"0"	"0.990"	" "	"6"	"0.986 - 0.989 (3);0.991 - 0.992 (3);"
"NA19149.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"52"	"14"	"1585"	"L2a1c5"	"0.992"	"L2a1c5"	"0.970"	"52"	"52"	"0"	"0"	" "	" "	"0"	""
"NA19152.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"53"	"10"	"3159"	"L2a1b2"	"0.964"	"L2a1b2"	"0.942"	"49"	"49"	"0"	"0"	" "	" "	"0"	""
"NA19153.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"38"	"21"	"2338"	"L3d2b"	"0.921"	"L3d2b"	"0.883"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"NA19159.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"40"	"12"	"2957"	"L3f1b4c"	"0.944"	"L3f1b4c"	"0.944"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19160.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"37"	"8"	"1481"	"L3e2b2"	"0.926"	"L3e2b2"	"0.926"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"NA19171.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"38"	"15"	"3242"	"L3e3b"	"0.969"	"L3e3b"	"0.960"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"NA19172.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"45"	"12"	"1338"	"L3f1b+16292+150"	"0.898"	"L3f1b+16292+150"	"0.898"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"NA19175.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"39"	"16"	"1621"	"L3b1a8"	"0.937"	"L3b1a8"	"0.901"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"NA19184.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"35"	"9"	"3222"	"L3e1b1"	"0.937"	"L3e1b1"	"0.926"	"32"	"32"	"0"	"0"	" "	" "	"0"	""
"NA19185.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"68"	"9"	"2997"	"L2b1a3"	"1.000"	"L2b1a3"	"1.000"	"68"	"68"	"0"	"0"	" "	" "	"0"	""
"NA19189.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"53"	"14"	"1795"	"L2a1f"	"0.973"	"L2a1f"	"0.970"	"48"	"48"	"0"	"0"	" "	" "	"0"	""
"NA19190.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"80"	"16"	"1394"	"L1b1a15"	"0.991"	"L1b1a15"	"0.981"	"77"	"77"	"0"	"0"	" "	" "	"0"	""
"NA19197.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"69"	"8"	"1523"	"L2b2"	"0.974"	"L2b2"	"0.974"	"65"	"65"	"0"	"0"	" "	" "	"0"	""
"NA19198.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"79"	"13"	"1533"	"L1b1a15a"	"1.000"	"L1b1a15a"	"0.994"	"78"	"78"	"0"	"0"	" "	" "	"0"	""
"NA19200.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"36"	"15"	"1916"	"L3e3b"	"1.000"	"L3e3b"	"0.971"	"35"	"35"	"0"	"0"	" "	" "	"0"	""
"NA19201.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"69"	"11"	"1487"	"L2e1"	"0.963"	"L2e1"	"0.933"	"60"	"60"	"0"	"0"	" "	" "	"0"	""
"NA19204.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"33"	"9"	"3676"	"L3e2a"	"0.975"	"L3e2a"	"0.962"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"NA19206.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"80"	"20"	"2323"	"L1b1a3b"	"0.993"	"L1b1a3b"	"0.968"	"77"	"77"	"0"	"0"	" "	" "	"0"	""
"NA19207.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"77"	"11"	"1358"	"L1b1a3"	"1.000"	"L1b1a3"	"1.000"	"76"	"76"	"0"	"0"	" "	" "	"0"	""
"NA19209.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"71"	"13"	"1657"	"L2b1b"	"0.988"	"L2b1b"	"0.978"	"68"	"68"	"0"	"0"	" "	" "	"0"	""
"NA19210.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"77"	"14"	"2310"	"L1b1a3"	"0.988"	"L1b1a3"	"0.983"	"75"	"75"	"0"	"0"	" "	" "	"0"	""
"NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"42"	"14"	"3582"	"L3f1b3"	"0.949"	"L3f1b3"	"0.958"	"38"	"38"	"0"	"0"	" "	" "	"0"	""
"NA19214.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"35"	"2"	"3689"	"L3e2a1b1"	"0.971"	"L3e2a1b1"	"0.971"	"31"	"31"	"0"	"0"	" "	" "	"0"	""
"NA19222.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"37"	"17"	"1949"	"L3b1a8"	"0.964"	"L3b1a8"	"0.954"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"NA19223.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"78"	"12"	"1851"	"L1b1a3"	"0.995"	"L1b1a3"	"0.995"	"76"	"76"	"0"	"0"	" "	" "	"0"	""
"NA19225.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"52"	"19"	"1619"	"L2a1+143"	"0.961"	"L2a1+143"	"0.931"	"47"	"47"	"0"	"0"	" "	" "	"0"	""
"NA19235.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"30"	"13"	"1258"	"L3e2b+152"	"1.000"	"L3e2b+152"	"0.940"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"NA19236.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"31"	"17"	"1205"	"L3e2b+152"	"0.966"	"L3e2b+152"	"0.950"	"28"	"28"	"0"	"0"	" "	" "	"0"	""
"NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"33"	"11"	"2244"	"L3e2b5"	"0.960"	"L3e2b5"	"0.960"	"29"	"29"	"0"	"0"	" "	" "	"0"	""
"NA19239.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"55"	"14"	"1716"	"L2a1p"	"0.968"	"L2a1p"	"0.948"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
"NA19247.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"71"	"21"	"1651"	"L2b"	"0.946"	"L2b"	"0.905"	"63"	"63"	"0"	"0"	" "	" "	"0"	""
"NA19248.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam"	"NO"	"61"	"20"	"1363"	"L2b3a"	"0.987"	"L2b3a"	"0.912"	"60"	"60"	"0"	"0"	" "	" "	"0"	""
"NA19256.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"87"	"19"	"1865"	"L1c3b2"	"0.987"	"L1c3b2"	"0.950"	"82"	"82"	"0"	"0"	" "	" "	"0"	""
"NA19257.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam"	"NO"	"38"	"21"	"1286"	"L3b1a10"	"0.932"	"L3b1a10"	"0.909"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19307.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"35"	"14"	"4506"	"L3b1a1a"	"0.981"	"L3b1a1a"	"0.975"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19308.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"78"	"17"	"3266"	"L5a1a"	"0.963"	"L5a1a"	"0.946"	"75"	"75"	"0"	"0"	" "	" "	"0"	""
"NA19309.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"30"	"12"	"4048"	"L3e2b"	"0.988"	"L3e2b"	"0.933"	"27"	"27"	"0"	"0"	" "	" "	"0"	""
"NA19310.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"37"	"14"	"3099"	"L3b1a1a"	"0.970"	"L3b1a1a"	"0.947"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19312.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"80"	"31"	"1901"	"L0a2a2a"	"0.956"	"L0a2a2"	"0.935"	"80"	"80"	"1"	"0"	"0.989"	" "	"1"	"0.989 (1);"
"NA19314.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"93"	"15"	"3367"	"L0b"	"0.896"	"L0b"	"0.893"	"74"	"74"	"0"	"0"	" "	" "	"0"	""
"NA19315.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"39"	"9"	"1747"	"L3e3b1"	"0.984"	"L3e3b1"	"0.966"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19316.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"33"	"10"	"1390"	"L3d1a"	"0.980"	"L3d1a"	"0.966"	"30"	"30"	"0"	"0"	" "	" "	"0"	""
"NA19317.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"77"	"21"	"1373"	"L5a1c"	"0.981"	"L5a1c"	"0.961"	"73"	"73"	"0"	"0"	" "	" "	"0"	""
"NA19318.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"69"	"17"	"1250"	"L5b2"	"0.944"	"L5b2"	"0.929"	"65"	"65"	"0"	"0"	" "	" "	"0"	""
"NA19319.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"39"	"15"	"1899"	"L3e3b2"	"0.977"	"L3e3b2"	"0.946"	"36"	"36"	"0"	"0"	" "	" "	"0"	""
"NA19320.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"35"	"15"	"1780"	"L3b1a1a"	"0.946"	"L3b1a1a"	"0.976"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19321.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"35"	"18"	"1083"	"L3b1a1a"	"0.981"	"L3b1a1a"	"0.939"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19323.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"94"	"19"	"2487"	"L1c2a1a"	"0.964"	"L1c2a1a"	"0.949"	"90"	"90"	"0"	"0"	" "	" "	"0"	""
"NA19324.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"37"	"10"	"1049"	"L3b1a1a"	"0.957"	"L3b1a1a"	"0.942"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19327.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"99"	"11"	"1248"	"L0f"	"0.889"	"L0f"	"0.885"	"75"	"75"	"0"	"0"	" "	" "	"0"	""
"NA19328.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"87"	"15"	"1071"	"L0a2a2a"	"0.957"	"L0a2a2a"	"0.934"	"85"	"85"	"0"	"0"	" "	" "	"0"	""
"NA19331.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"38"	"13"	"3477"	"L3b1a1a"	"0.947"	"L3b1a1a"	"0.947"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19332.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"69"	"15"	"1988"	"L5b2"	"0.927"	"L5b2"	"0.890"	"62"	"62"	"2"	"0"	"0.990"	" "	"0"	"0.989 (1);0.99 (1);"
"NA19334.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"37"	"21"	"2153"	"L3b1a1a"	"0.963"	"L3b1a1a"	"0.929"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19338.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"35"	"24"	"1040"	"L3b1a1a"	"0.978"	"L3b1a1a"	"0.952"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19346.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"37"	"14"	"2127"	"L3b1a1a"	"0.968"	"L3b1a1a"	"0.938"	"34"	"34"	"0"	"0"	" "	" "	"0"	""
"NA19347.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"34"	"18"	"2121"	"L3b1a1a"	"0.981"	"L3b1a1a"	"0.964"	"33"	"33"	"0"	"0"	" "	" "	"0"	""
"NA19350.mapped.ILLUMINA.bwa.LWK.low_coverage.20120522.bam"	"NO"	"64"	"37"	"3236"	"L0a1a+200"	"0.981"	"L0a1a"	"0.865"	"64"	"64"	"0"	"0"	" "	" "	"1"	""
"NA19351.mapped.ILLUMINA.bwa.LWK.low_coverage.20130415.bam"	"NO"	"52"	"12"	"1702"	"L2a1a2"	"0.992"	"L2a1a2"	"0.982"	"51"	"51"	"0"	"0"	" "	" "	"0"	""
